EmployeeID,Name,Department,Allowance,ExpenseAmount,WorkLogs
1,Employee_1,HR,4225.53835607569,5300.764153804341,96.9218975310367
2,Employee_2,Finance,4613.695501522094,4409.025861012319,156.88780107847737
3,Employee_3,Marketing,7391.919932119517,6502.684883370221,155.23226245683264
4,Employee_4,Finance,4232.619193557692,5438.434603340826,168.14741481550706
5,Employee_5,Finance,4922.227299735584,4949.50890953048,229.10840509738017
6,Employee_6,Sales,4543.895150250234,5274.173199788288,133.90287942316388
7,Employee_7,Marketing,3960.3660571752207,4341.526215174338,130.42128709683416
8,Employee_8,Marketing,5421.084990219806,3312.3786769583858,164.07227975618952
9,Employee_9,Marketing,5036.472176654209,5953.070010018553,204.76691055474288
10,Employee_10,Finance,5911.027308999927,4714.836636184745,170.1313813978704
11,Employee_11,HR,5810.577920330005,5378.106731726351,69.86037447125885
12,Employee_12,Marketing,5900.707719041996,5408.852259316106,179.54578915412608
13,Employee_13,Finance,4081.7966271490063,4849.028065576582,203.81573665246827
14,Employee_14,Sales,5640.960799203096,6839.783565542837,126.93632153872225
15,Employee_15,HR,5665.271506290094,10244.477565428926,59.989700133468205
16,Employee_16,Sales,3978.937001793144,3382.7324692442808,151.67589404680572
17,Employee_17,HR,4681.383757772761,2651.817160563979,159.03445902140857
18,Employee_18,Finance,3543.887903521032,6317.153504538412,191.52169131979537
19,Employee_19,IT,5669.622632380284,4723.651119777176,135.93688808121695
20,Employee_20,HR,5665.022469443974,7522.069769779482,81.02818479938948
21,Employee_21,Sales,6430.362799118356,3936.4017969893125,196.7069642995975
22,Employee_22,Finance,4771.201492185654,12716.025830652852,78.35968353229532
23,Employee_23,HR,5451.469586563796,5366.170919104481,138.14346372799847
24,Employee_24,IT,5987.735101025309,6116.613060458754,167.1059116656957
25,Employee_25,IT,4246.108471445308,5094.257645645248,140.0890889023617
26,Employee_26,Marketing,4094.0348586823006,7592.106360811489,80.06432674119957
27,Employee_27,Marketing,4277.114798923835,6943.892548774482,144.4077494433283
28,Employee_28,Sales,4650.704531794779,4330.740328825089,145.66983820440566
29,Employee_29,HR,4129.445644353847,5765.293165108292,137.91454552994466
30,Employee_30,HR,4320.172290038776,6101.058244969636,132.78879940075706
31,Employee_31,Marketing,5880.915169033246,9615.038975796177,89.90976135817199
32,Employee_32,HR,4903.6533685057075,3464.1323322275275,155.6992932382448
33,Employee_33,HR,5306.698373659436,3986.209148343576,188.2141606584288
34,Employee_34,IT,4449.283211881425,5612.619771739712,82.4883152022642
35,Employee_35,Marketing,4383.63457081766,5440.5840843022825,134.40579515544707
36,Employee_36,Finance,5285.555889540397,6360.796040118725,127.77936111814697
37,Employee_37,Marketing,5126.062328003405,6167.153069368017,142.3815825457292
38,Employee_38,Finance,5777.986678308069,3656.434770074151,119.04006885211062
39,Employee_39,IT,6301.592998003993,6532.369770215511,101.7818731318109
40,Employee_40,Sales,4308.587795723595,3568.588430443846,170.16763947009284
41,Employee_41,HR,5861.184537763781,5513.753647891928,132.20384622241818
42,Employee_42,IT,3920.193832306837,7705.75815955417,166.66976675571124
43,Employee_43,HR,7073.778682803284,5174.981997836765,114.65074169354368
44,Employee_44,Sales,4213.6959468616715,2665.46192410178,100.91974262546216
45,Employee_45,Sales,5690.6305697567595,4408.922858536951,157.23675800445477
46,Employee_46,IT,3912.7596612553343,7409.805248475817,168.98050130906935
47,Employee_47,Sales,4847.909113853201,4551.483826156036,131.533354989068
48,Employee_48,Finance,6545.733142153516,6392.392840185492,119.48782646916219
49,Employee_49,Sales,4182.295848013928,3652.051641470765,187.47817842550438
50,Employee_50,HR,7204.186167886222,4373.187183302345,148.28315321921383
51,Employee_51,HR,4994.7244028909545,4541.1552267256675,120.05621954722749
52,Employee_52,HR,5975.712537982666,7141.0970055285925,105.08722204104804
53,Employee_53,HR,5402.944573503603,4432.872175453381,129.347451711316
54,Employee_54,Finance,5457.040065596367,2537.4693926111377,138.17036222748777
55,Employee_55,Marketing,3573.8862828568954,7658.3788432903,172.88581453291584
56,Employee_56,IT,4527.147207021953,5072.960721456838,149.49920281396243
57,Employee_57,HR,6195.9764624837035,5585.596755277816,145.93533175945512
58,Employee_58,Sales,4655.678798230003,2871.7704643645893,122.53917714469198
59,Employee_59,HR,5138.832082717813,5109.317464090263,191.42357360091052
60,Employee_60,Sales,3452.5778716308487,4822.91605477451,179.29459538336417
61,Employee_61,Sales,4462.423058999256,3640.4899348079657,176.900984677712
62,Employee_62,HR,6123.039297631465,5601.547253905319,148.17438951773983
63,Employee_63,Finance,3717.37056807306,2752.349800558178,162.0307139899818
64,Employee_64,Sales,5717.079036996164,3632.0353299686676,72.74883466896254
65,Employee_65,Sales,5177.778138584986,6254.344863197779,156.07340434884367
66,Employee_66,HR,4764.044513976822,7857.997670070101,103.84322542069559
67,Employee_67,Sales,4720.075457677993,4207.970437129785,132.5893087403588
68,Employee_68,Sales,4508.970301922012,4908.000339572788,120.43186249416591
69,Employee_69,HR,4598.029027943037,4353.663282366515,145.728585143427
70,Employee_70,HR,5929.7402248111575,5629.064554514861,124.15685049698214
71,Employee_71,IT,4567.956185755225,5011.173706806738,122.27605614239599
72,Employee_72,Finance,6807.590322192307,2992.0270532954955,157.95024459096965
73,Employee_73,Finance,5299.532503043212,3918.1511200315767,174.7349516805566
74,Employee_74,Sales,4423.738070971727,3788.353768274311,158.22167268390345
75,Employee_75,Finance,5973.365952485614,4243.909998601794,115.61078796016672
76,Employee_76,Sales,5623.895943076576,4934.372119296901,129.92367839666744
77,Employee_77,IT,3345.8235597723415,5167.545180775676,159.63232943704287
78,Employee_78,HR,3965.5286429824623,1958.4728814796495,169.72210385935946
79,Employee_79,HR,4884.579698797587,6030.071271150275,143.75947225923906
80,Employee_80,HR,3416.392065579803,4690.958782971121,123.2006030404074
81,Employee_81,Finance,7090.529901971613,3455.5222657190316,173.23264210816467
82,Employee_82,IT,5822.232182039341,11885.568965593964,102.18708434580537
83,Employee_83,Finance,4986.667152963538,2273.3030025540866,183.71420282415295
84,Employee_84,Finance,4657.293446386737,2909.1308844021423,209.53245354712163
85,Employee_85,IT,4400.336345641001,7354.987034891914,131.35841169610785
86,Employee_86,IT,3035.96784202909,9951.13433889651,90.47096702879811
87,Employee_87,IT,3267.1263483543707,3915.303995548772,188.65186479658345
88,Employee_88,IT,6901.120731267607,4930.198007115715,135.38629107813404
89,Employee_89,HR,6573.599639232585,4582.116654968265,125.23101182243114
90,Employee_90,Marketing,4424.22224507596,9685.861164709884,60.583396358613875
91,Employee_91,Marketing,5907.999156182457,5386.961384489444,147.26977821338875
92,Employee_92,IT,5506.420774997031,4562.370121249558,104.82918383493762
93,Employee_93,Marketing,5624.287956648842,10451.258366494458,100.34194346998112
94,Employee_94,Marketing,3574.8222354992945,4610.370623896463,111.48676631229029
